[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=28.5346, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=22.5116, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=177.899, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=2000] total_CO2=138.594, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=455.6, total_ABS_CO2=0.0100454, fitness=2.20488e-05
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=3000] total_CO2=352.789, total_ABS_CO2=0.00935056, fitness=2.65047e-05
[t=4000] total_CO2=855.39, total_ABS_CO2=7.28143, fitness=0.00851241
[t=1000] total_CO2=81.5627, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=658.969, total_ABS_CO2=5.95653, fitness=0.00903918
[t=2000] total_CO2=564.414, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1544.68, total_ABS_CO2=0.018789, fitness=1.21637e-05
[t=4000] total_CO2=3043.88, total_ABS_CO2=21.9593, fitness=0.00721426
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=55.5554, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=368.483, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=974.259, total_ABS_CO2=0.0136489, fitness=1.40095e-05
[t=4000] total_CO2=1870.61, total_ABS_CO2=14.3397, fitness=0.00766578
[UNSTABLE] tau = 100, rho = 2.1287 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=22.5179, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=2000] total_CO2=138.635, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=3000] total_CO2=352.894, total_ABS_CO2=0.00935126, fitness=2.64988e-05
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=4000] total_CO2=659.169, total_ABS_CO2=5.95787, fitness=0.00903845
[t=1000] total_CO2=77.9273, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=537.09, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=3000] total_CO2=1464.11, total_ABS_CO2=0.0179172, fitness=1.22376e-05
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=1000] total_CO2=61.456, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=2876.16, total_ABS_CO2=20.9124, fitness=0.00727094
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=2000] total_CO2=412.641, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1100.18, total_ABS_CO2=0.0146178, fitness=1.32868e-05
[t=4000] total_CO2=2125.04, total_ABS_CO2=16.0582, fitness=0.00755665
[UNSTABLE] tau = 100, rho = 2.84773 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.02568 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=29.7477, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=185.955, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=476.818, total_ABS_CO2=0.0101885, fitness=2.13677e-05
[t=4000] total_CO2=896.083, total_ABS_CO2=7.56066, fitness=0.00843745
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=39.9463, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=255.592, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=3000] total_CO2=662.558, total_ABS_CO2=0.0114446, fitness=1.72734e-05
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=1254.96, total_ABS_CO2=10.0609, fitness=0.00801691
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=70.8336, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=44.6283, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=85.642, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=483.499, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=288.707, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=594.856, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1306.27, total_ABS_CO2=0.0163741, fitness=1.2535e-05
[t=3000] total_CO2=1634.16, total_ABS_CO2=0.0198339, fitness=1.2137e-05
[t=3000] total_CO2=752.517, total_ABS_CO2=0.0120622, fitness=1.60291e-05
[t=4000] total_CO2=2548.25, total_ABS_CO2=18.8311, fitness=0.00738985
[t=4000] total_CO2=3229.72, total_ABS_CO2=23.1095, fitness=0.00715526
[t=4000] total_CO2=1430.73, total_ABS_CO2=11.2931, fitness=0.00789327
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=65.1855, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=440.77, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1181.47, total_ABS_CO2=0.0152814, fitness=1.29342e-05
[t=4000] total_CO2=2291.06, total_ABS_CO2=17.1588, fitness=0.00748943
[UNSTABLE] tau = 100, rho = 2.87603 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.5641 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=80.1559, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=553.857, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=67.1656, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=86.4219, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=79.2558, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=32.9248, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1513.56, total_ABS_CO2=0.0184449, fitness=1.21864e-05
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=600.634, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=455.74, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=547.091, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=207.28, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1493.61, total_ABS_CO2=0.0182292, fitness=1.22048e-05
[t=4000] total_CO2=2979.12, total_ABS_CO2=21.5563, fitness=0.00723578
[t=3000] total_CO2=1651.07, total_ABS_CO2=0.020041, fitness=1.21381e-05
[t=3000] total_CO2=1225.04, total_ABS_CO2=0.0156519, fitness=1.27766e-05
[t=3000] total_CO2=533.24, total_ABS_CO2=0.0105689, fitness=1.98201e-05
[t=4000] total_CO2=3264.75, total_ABS_CO2=23.3253, fitness=0.00714459
[t=1000] total_CO2=77.4397, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=2937.58, total_ABS_CO2=21.2969, fitness=0.00724982
[t=4000] total_CO2=2380.56, total_ABS_CO2=17.7451, fitness=0.00745417
[t=4000] total_CO2=1004.58, total_ABS_CO2=8.31082, fitness=0.00827294
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=2000] total_CO2=533.416, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1453.27, total_ABS_CO2=0.0178045, fitness=1.22514e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=2853.59, total_ABS_CO2=20.7707, fitness=0.00727879
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[UNSTABLE] tau = 100, rho = 3.2057 fitness = 0 (due to numerical instability)
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[UNSTABLE] tau = 100, rho = 2.85339 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.15755 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.34544 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.43641 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.57652 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.82454 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=80.0247, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=552.871, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=3000] total_CO2=1510.66, total_ABS_CO2=0.0184132, fitness=1.21889e-05
[t=1000] total_CO2=55.0806, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=2973.07, total_ABS_CO2=21.5185, fitness=0.00723781
[t=2000] total_CO2=364.956, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=964.298, total_ABS_CO2=0.0135747, fitness=1.40773e-05
[t=4000] total_CO2=1850.63, total_ABS_CO2=14.2032, fitness=0.00767478
[UNSTABLE] tau = 100, rho = 3.12269 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=36.0449, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=29.9588, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=228.547, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=187.362, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=72.6261, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=589.898, total_ABS_CO2=0.0109515, fitness=1.8565e-05
[t=3000] total_CO2=480.529, total_ABS_CO2=0.0102135, fitness=2.12547e-05
[t=2000] total_CO2=497.06, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=1113.97, total_ABS_CO2=9.0733, fitness=0.00814501
[t=4000] total_CO2=903.205, total_ABS_CO2=7.60966, fitness=0.00842517
[t=3000] total_CO2=1346.12, total_ABS_CO2=0.0167451, fitness=1.24395e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=4000] total_CO2=2630.84, total_ABS_CO2=19.3603, fitness=0.00735898
[t=1000] total_CO2=87.2457, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=606.716, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1668.84, total_ABS_CO2=0.0202618, fitness=1.21413e-05
[t=4000] total_CO2=3301.51, total_ABS_CO2=23.5514, fitness=0.00713353
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=75.7274, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=79.8429, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=60.139, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=520.498, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=402.741, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=551.505, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=3000] total_CO2=1415.16, total_ABS_CO2=0.0174168, fitness=1.23073e-05
[t=3000] total_CO2=1071.76, total_ABS_CO2=0.0143934, fitness=1.34298e-05
[t=3000] total_CO2=1506.63, total_ABS_CO2=0.0183695, fitness=1.21925e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=2774.3, total_ABS_CO2=20.2713, fitness=0.00730681
[t=4000] total_CO2=2964.68, total_ABS_CO2=21.4662, fitness=0.00724063
[t=4000] total_CO2=2067.31, total_ABS_CO2=15.6716, fitness=0.00758066
[UNSTABLE] tau = 100, rho = 2.60547 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.53376 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=1000] total_CO2=52.493, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=345.818, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=62.2376, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=72.4494, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=54.8923, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=910.505, total_ABS_CO2=0.0131799, fitness=1.44754e-05
[t=2000] total_CO2=418.526, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=88.7959, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=495.724, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=1743.1, total_ABS_CO2=13.465, fitness=0.00772476
[t=2000] total_CO2=363.558, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=618.055, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1117.12, total_ABS_CO2=0.0147534, fitness=1.32066e-05
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1342.19, total_ABS_CO2=0.016708, fitness=1.24483e-05
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=3000] total_CO2=960.354, total_ABS_CO2=0.0135455, fitness=1.41047e-05
[t=3000] total_CO2=1701.81, total_ABS_CO2=0.0206799, fitness=1.21517e-05
[t=4000] total_CO2=2159.53, total_ABS_CO2=16.2882, fitness=0.00754248
[t=4000] total_CO2=2622.69, total_ABS_CO2=19.3082, fitness=0.00736201
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=1842.73, total_ABS_CO2=14.1491, fitness=0.00767836
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=3369.53, total_ABS_CO2=23.9684, fitness=0.00711328
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[UNSTABLE] tau = 100, rho = 2.06092 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.59392 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=81.4693, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=563.714, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1542.62, total_ABS_CO2=0.0187659, fitness=1.2165e-05
[t=4000] total_CO2=3039.58, total_ABS_CO2=21.9326, fitness=0.00721567
[UNSTABLE] tau = 100, rho = 3.10365 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.84796 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.5005 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=80.0338, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=86.327, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=552.939, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=88.3622, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1510.86, total_ABS_CO2=0.0184154, fitness=1.21887e-05
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=599.933, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=614.903, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=2973.48, total_ABS_CO2=21.5211, fitness=0.00723769
[t=3000] total_CO2=1649.02, total_ABS_CO2=0.0200157, fitness=1.21379e-05
[t=3000] total_CO2=1692.67, total_ABS_CO2=0.0205631, fitness=1.21483e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=3260.5, total_ABS_CO2=23.2992, fitness=0.00714588
[t=4000] total_CO2=3350.71, total_ABS_CO2=23.8533, fitness=0.00711889
[UNSTABLE] tau = 100, rho = 2.28319 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 3.11822 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=84.6394, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=70.7707, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=86.8615, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=81.3948, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=587.402, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=87.7339, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=603.883, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=483.022, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1612.3, total_ABS_CO2=0.0195708, fitness=1.21384e-05
[t=1000] total_CO2=40.207, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=563.155, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1304.87, total_ABS_CO2=0.0163613, fitness=1.25386e-05
[t=3000] total_CO2=1660.57, total_ABS_CO2=0.0201586, fitness=1.21396e-05
[t=2000] total_CO2=610.306, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=257.418, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1540.97, total_ABS_CO2=0.0187475, fitness=1.2166e-05
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=3000] total_CO2=1679.3, total_ABS_CO2=0.0203935, fitness=1.2144e-05
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=3184.39, total_ABS_CO2=22.8298, fitness=0.00716928
[t=4000] total_CO2=2545.35, total_ABS_CO2=18.8125, fitness=0.00739094
[t=3000] total_CO2=667.488, total_ABS_CO2=0.0114782, fitness=1.71962e-05
[t=4000] total_CO2=3036.16, total_ABS_CO2=21.9114, fitness=0.00721679
[t=4000] total_CO2=3284.41, total_ABS_CO2=23.4463, fitness=0.00713866
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=3323.13, total_ABS_CO2=23.6842, fitness=0.00712709
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=1264.56, total_ABS_CO2=10.1282, fitness=0.00800931
[UNSTABLE] tau = 100, rho = 3.14098 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=73.3939, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=502.867, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1363.21, total_ABS_CO2=0.0169078, fitness=1.2403e-05
[t=4000] total_CO2=2666.32, total_ABS_CO2=19.5865, fitness=0.00734591
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=56.2664, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=373.773, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=989.225, total_ABS_CO2=0.0137608, fitness=1.39107e-05
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=1900.68, total_ABS_CO2=14.5447, fitness=0.00765237
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=1000] total_CO2=57.0107, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=2000] total_CO2=379.322, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=3000] total_CO2=1004.96, total_ABS_CO2=0.0138794, fitness=1.38109e-05
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=1932.33, total_ABS_CO2=14.76, fitness=0.00763844
[t=1000] total_CO2=79.1731, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=62.7753, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=546.469, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=2000] total_CO2=422.578, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1491.77, total_ABS_CO2=0.0182096, fitness=1.22067e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=3000] total_CO2=1128.81, total_ABS_CO2=0.0148477, fitness=1.31535e-05
[t=4000] total_CO2=2933.75, total_ABS_CO2=21.2731, fitness=0.00725114
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=4000] total_CO2=2183.36, total_ABS_CO2=16.4467, fitness=0.00753274
[t=1000] total_CO2=73.8721, total_ABS_CO2=0, fitness=0
